"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2025-08-08","10:01:00",6377.8,"3 Aug 8 6370 P BTO 7.85 | 3 Aug 8 6380 C BTO 9.50 | 3 Aug 8 6415 C STO 0.75 | 3 Aug 8 6345 P STO 3.15",-1355,6389.45,"2025-08-08","16:00:00",0,-945,"Expired",-1245,-30.627306273062732,3,236253,4065,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.225,0.01,15.88,15.39,15.22,22.58,20.3,-72.32
"2025-08-06","09:50:00",6312.33,"2 Aug 6 6305 P BTO 9.65 | 2 Aug 6 6315 C BTO 10.60 | 2 Aug 6 6345 C STO 1.35 | 2 Aug 6 6275 P STO 3.25",-1575,6345.06,"2025-08-06","16:00:00",0,-3000,"Expired",2840,90.15873015873017,2,237498,3150,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.227,0.01,17.55,16.66,10.11,3.03,90.48,-12.7
"2025-08-04","09:45:00",6297.85,"2 Aug 4 6290 P BTO 10.55 | 2 Aug 4 6300 C BTO 11.20 | 2 Aug 4 6335 C STO 1.40 | 2 Aug 4 6265 P STO 4.50",-1595,6329.94,"2025-08-04","16:00:00",0,-2994,"Expired",2788,87.39811912225706,2,234658,3190,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.271,0.003,18.14,17.61,33.7,26.14,89.66,-7.52
"2025-07-25","10:34:00",6375.57,"4 Jul 25 6370 P BTO 4.95 | 4 Jul 25 6375 C BTO 7.30 | 4 Jul 25 6410 C STO 0.40 | 4 Jul 25 6340 P STO 1.10",-1085,6388.64,"2025-07-25","16:00:00",0,-1364,"Expired",1096,25.253456221198157,4,231870,4340,"SPX","*SPX RIC--0 DTE--Daily--v2.1",20,0.122,0.007,15.12,14.95,6.66,5.56,89.86,-10.6
"2025-07-23","09:39:00",6335.68,"3 Jul 23 6330 P BTO 7.10 | 3 Jul 23 6335 C BTO 8.85 | 3 Jul 23 6370 C STO 0.45 | 3 Jul 23 6300 P STO 1.70",-1390,6358.91,"2025-07-23","16:00:00",0,-2391,"Expired",2988,71.65467625899281,3,230774,4170,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.135,0.004,16,15.39,17.28,8.78,72.01,-38.49
"2025-07-08","09:49:00",6238.15,"3 Jul 8 6230 P BTO 7.15 | 3 Jul 8 6240 C BTO 9.40 | 3 Jul 8 6275 C STO 0.90 | 3 Jul 8 6205 P STO 1.95",-1380,6225.52,"2025-07-08","16:00:00",0,-448,"Expired",-2811,-67.89855072463769,3,227786,4140,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.172,0.024,16.88,16.87,4.05,4.12,2.17,-76.81
"2025-06-26","10:14:00",6119.18,"3 Jun 26 6115 P BTO 7.15 | 3 Jun 26 6120 C BTO 8.05 | 3 Jun 26 6155 C STO 0.45 | 3 Jun 26 6085 P STO 1.55",-1330,6141.02,"2025-06-26","16:00:00",0,-2102,"Expired",2301,57.669172932330824,3,230597,3990,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.132,0.005,16.43,16.43,19.93,7.09,85.71,-4.14
"2025-06-24","09:38:00",6072.93,"2 Jun 24 6065 P BTO 9.10 | 2 Jun 24 6075 C BTO 11.00 | 2 Jun 24 6110 C STO 1.15 | 2 Jun 24 6040 P STO 3.60",-1545,6092.18,"2025-06-24","16:00:00",0,-1718,"Expired",336,10.87378640776699,2,228296,3090,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.236,0.005,17.89,17.54,36.04,11.72,69.9,-22.01
"2025-06-16","09:40:00",6022.31,"2 Jun 16 6015 P BTO 9.70 | 2 Jun 16 6025 C BTO 10.50 | 2 Jun 16 6055 C STO 1.40 | 2 Jun 16 5985 P STO 3.20",-1570,6033.11,"2025-06-16","16:00:00",0,-811,"Expired",-1528,-48.66242038216561,2,227960,3140,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.228,0.012,19.26,19.1,27.03,18.31,46.82,-81.85
"2025-06-11","10:35:00",6056.85,"2 Jun 11 6050 P BTO 7.30 | 2 Jun 11 6055 C BTO 10.95 | 2 Jun 11 6090 C STO 1.00 | 2 Jun 11 6020 P STO 1.70",-1565,6022.24,"2025-06-11","16:00:00",0,-2776,"Expired",2412,77.06070287539936,2,229488,3130,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.148,0.004,16.37,17.38,10.57,7.47,82.75,-36.74
"2025-06-10","12:02:00",6025.42,"3 Jun 10 6020 P BTO 7.25 | 3 Jun 10 6025 C BTO 9.30 | 3 Jun 10 6060 C STO 0.95 | 3 Jun 10 5990 P STO 1.50",-1420,6038.81,"2025-06-10","16:00:00",0,-1381,"Expired",-132,-3.0985915492957745,3,227076,4260,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.148,0.007,16.93,16.73,4.03,15.51,25.7,-65.14
"2025-06-06","11:50:00",5998.46,"3 Jun 6 5990 P BTO 7.40 | 3 Jun 6 6000 C BTO 10.00 | 3 Jun 6 6035 C STO 0.70 | 3 Jun 6 5965 P STO 2.60",-1420,6000.36,"2025-06-06","16:00:00",0,-36,"Expired",-4167,-97.8169014084507,3,227208,4260,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.19,0.091,16.9,16.82,47.76,11.4,5.28,-97.46
"2025-06-05","11:00:00",5983.22,"2 Jun 5 5975 P BTO 8.70 | 2 Jun 5 5985 C BTO 10.90 | 2 Jun 5 6020 C STO 1.50 | 2 Jun 5 5950 P STO 2.85",-1535,5939.3,"2025-06-05","16:00:00",0,-2500,"Expired",1920,62.54071661237784,2,231375,3070,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.222,0.291,17.27,18.57,14.86,-2.45,63.19,-47.88
"2025-06-03","10:46:00",5948.78,"3 Jun 3 5945 P BTO 8.45 | 3 Jun 3 5950 C BTO 9.45 | 3 Jun 3 5985 C STO 1.00 | 3 Jun 3 5915 P STO 1.95",-1505,5970.37,"2025-06-03","16:00:00",0,-2037,"Expired",1581,35.01661129568106,3,229455,4515,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.165,0.005,18.06,17.68,2.62,10.22,85.71,-1.66
"2025-05-27","10:09:00",5882.31,"2 May 27 5875 P BTO 8.95 | 2 May 27 5885 C BTO 10.50 | 2 May 27 5915 C STO 1.75 | 2 May 27 5845 P STO 2.45",-1535,5921.54,"2025-05-27","16:00:00",0,-3000,"Expired",2920,95.11400651465797,2,227874,3070,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.216,0.166,19.65,18.97,51.25,28.24,95.44,-3.26
"2025-05-16","10:19:00",5927.8,"2 May 16 5920 P BTO 9.15 | 2 May 16 5930 C BTO 10.65 | 2 May 16 5965 C STO 1.45 | 2 May 16 5895 P STO 3.00",-1545,5958.38,"2025-05-16","16:00:00",0,-2838,"Expired",2576,83.36569579288026,2,224954,3090,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.225,0.004,17.37,17.2,12.16,-1.29,83.69,-22.98
"2025-05-12","10:18:00",5817.54,"2 May 12 5805 P BTO 11.50 | 2 May 12 5820 C BTO 15.60 | 2 May 12 5850 C STO 5.50 | 2 May 12 5785 P STO 6.30",-1540,5844.19,"2025-05-12","16:00:00",0,-2419,"Expired",1748,56.753246753246756,2,222378,3080,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.435,0.004,19.07,18.22,147.29,10.34,57.08,-43.83
"2025-05-02","12:10:00",5689.55,"2 May 2 5680 P BTO 9.00 | 2 May 2 5690 C BTO 12.70 | 2 May 2 5725 C STO 2.20 | 2 May 2 5655 P STO 3.75",-1585,5686.67,"2025-05-02","16:00:00",0,0,"Expired",-3180,-100.3154574132492,2,220630,3170,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.274,1,22.56,22.7,41.74,43.67,9.78,-100
"2025-04-09","09:41:00",5019.71,"1 Apr 9 4975 P BTO 55.10 | 1 Apr 9 5020 C BTO 75.10 | 1 Apr 9 5055 C STO 58.10 | 1 Apr 9 4985 P STO 59.10",-1310,5456.9,"2025-04-09","16:00:00",0,-3500,"Expired",2185,166.793893129771,1,223810,2310,"SPX","*SPX RIC--0 DTE--Daily--v2.1",5,0.9,0.929,49.7,33.76,-17.49,54.43,167.18,-176.34
"2025-03-24","10:17:00",5753.54,"2 Mar 24 5745 P BTO 9.00 | 2 Mar 24 5755 C BTO 11.00 | 2 Mar 24 5790 C STO 1.10 | 2 Mar 24 5720 P STO 3.65",-1535,5767.57,"2025-03-24","16:00:00",0,-1257,"Expired",-566,-18.436482084690553,2,221625,3070,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.238,0.009,18.49,17.58,50.52,35.46,19.54,-54.07
"2025-02-26","10:44:00",6002.55,"2 Feb 26 5995 P BTO 8.95 | 2 Feb 26 6005 C BTO 10.70 | 2 Feb 26 6040 C STO 1.05 | 2 Feb 26 5970 P STO 3.15",-1555,5956.06,"2025-02-26","16:00:00",0,-2500,"Expired",1880,60.45016077170418,2,222191,3110,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.214,0.333,18.2,19.09,15.62,31.68,61.74,-20.58
"2025-02-13","10:03:00",6073.63,"2 Feb 13 6065 P BTO 9.50 | 2 Feb 13 6075 C BTO 10.80 | 2 Feb 13 6110 C STO 0.65 | 2 Feb 13 6040 P STO 3.90",-1585,6115.07,"2025-02-13","16:00:00",0,-3500,"Expired",3820,120.50473186119875,2,220311,3170,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.224,0.134,15.45,15,8.62,13.04,120.82,-19.56
"2025-02-10","10:06:00",6063.32,"3 Feb 10 6055 P BTO 8.20 | 3 Feb 10 6065 C BTO 9.80 | 3 Feb 10 6100 C STO 0.60 | 3 Feb 10 6030 P STO 2.95",-1455,6066.44,"2025-02-10","16:00:00",0,-144,"Expired",-3948,-90.44673539518901,3,216491,4365,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.197,0.042,16,15.75,20.41,16.92,4.12,-93.47
"2025-02-06","09:46:00",6079.49,"3 Feb 6 6070 P BTO 7.35 | 3 Feb 6 6080 C BTO 10.70 | 3 Feb 6 6115 C STO 0.95 | 3 Feb 6 6045 P STO 2.45",-1475,6083.57,"2025-02-06","16:00:00",0,-357,"Expired",-3369,-76.13559322033898,3,220439,4425,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.188,0.038,15.5,15.26,10.74,7.27,11.19,-90.85
"2025-02-05","10:43:00",6029.21,"2 Feb 5 6020 P BTO 7.95 | 2 Feb 5 6030 C BTO 10.80 | 2 Feb 5 6065 C STO 1.05 | 2 Feb 5 5995 P STO 2.85",-1495,6061.48,"2025-02-05","16:00:00",0,-3148,"Expired",3296,110.2341137123746,2,223808,2990,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.208,0.003,16.68,15.88,-17.43,8.76,110.57,-12.37
"2025-02-04","10:55:00",6027.59,"2 Feb 4 6020 P BTO 9.35 | 2 Feb 4 6030 C BTO 11.25 | 2 Feb 4 6065 C STO 1.25 | 2 Feb 4 5995 P STO 3.55",-1590,6037.88,"2025-02-04","16:00:00",0,-788,"Expired",-1614,-50.75471698113208,2,220512,3180,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.233,0.013,17.21,16.87,3.57,29.45,9.43,-66.67
"2025-01-31","12:23:00",6112.04,"3 Jan 31 6105 P BTO 5.75 | 3 Jan 31 6110 C BTO 9.60 | 3 Jan 31 6145 C STO 0.40 | 3 Jan 31 6075 P STO 1.15",-1390,6040.53,"2025-01-31","16:00:00",0,-3000,"Expired",4815,115.46762589928056,3,222126,4170,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.101,0.551,15.07,16.67,25.62,15.25,125.18,-17.27
"2025-01-30","11:47:00",6053.36,"3 Jan 30 6045 P BTO 7.10 | 3 Jan 30 6055 C BTO 9.05 | 3 Jan 30 6090 C STO 0.80 | 3 Jan 30 6020 P STO 1.95",-1350,6071.17,"2025-01-30","16:00:00",0,-1617,"Expired",786,19.407407407407405,3,217311,4050,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.17,0.007,15.59,15.87,11.44,2.61,113.7,-47.04
"2025-01-28","10:22:00",6032.55,"2 Jan 28 6025 P BTO 10.20 | 2 Jan 28 6035 C BTO 10.70 | 2 Jan 28 6070 C STO 1.35 | 2 Jan 28 6000 P STO 3.75",-1590,6067.7,"2025-01-28","16:00:00",0,-3270,"Expired",3350,105.34591194968554,2,216525,3180,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.244,0.003,17.21,16.35,14.69,5.58,112.26,-9.75
"2025-01-24","10:01:00",6124.32,"3 Jan 24 6120 P BTO 7.70 | 3 Jan 24 6125 C BTO 8.60 | 3 Jan 24 6160 C STO 0.55 | 3 Jan 24 6090 P STO 1.75",-1410,6101.24,"2025-01-24","16:00:00",0,-1876,"Expired",1383,32.695035460992905,3,213175,4230,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.141,0.005,14.73,14.8,2.72,2.89,91.13,-42.2
"2025-01-23","09:40:00",6082.69,"3 Jan 23 6075 P BTO 7.10 | 3 Jan 23 6085 C BTO 8.20 | 3 Jan 23 6120 C STO 0.45 | 3 Jan 23 6050 P STO 2.40",-1255,6118.71,"2025-01-23","16:00:00",0,-3371,"Expired",6333,168.20717131474103,3,211792,3765,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.186,0.003,14.89,14.96,-10.05,6.37,168.61,-22.71
"2025-01-21","10:22:00",6017.55,"2 Jan 21 6010 P BTO 9.20 | 2 Jan 21 6020 C BTO 11.25 | 2 Jan 21 6055 C STO 1.15 | 2 Jan 21 5985 P STO 3.55",-1585,6049.24,"2025-01-21","16:00:00",0,-2924,"Expired",2668,84.1640378548896,2,205459,3170,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.23,0.003,15.54,15.32,17.46,3.43,92.11,-13.88
"2025-01-17","10:15:00",5993.16,"2 Jan 17 5985 P BTO 9.50 | 2 Jan 17 5995 C BTO 11.10 | 2 Jan 17 6030 C STO 1.05 | 2 Jan 17 5960 P STO 3.65",-1600,5996.66,"2025-01-17","16:00:00",0,-166,"Expired",-2878,-89.9375,2,202791,3200,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.228,0.057,15.72,15.94,58.06,-2.24,29.06,-92.19
"2025-01-16","10:59:00",5953.67,"2 Jan 16 5945 P BTO 8.75 | 2 Jan 16 5955 C BTO 11.70 | 2 Jan 16 5990 C STO 1.50 | 2 Jan 16 5920 P STO 3.05",-1600,5937.34,"2025-01-16","16:00:00",0,-766,"Expired",-1678,-52.4375,2,205669,3200,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.222,0.015,15.82,16.27,13.7,-9.94,10.62,-92.81
"2025-01-15","12:07:00",5929.59,"2 Jan 15 5920 P BTO 7.85 | 2 Jan 15 5930 C BTO 11.60 | 2 Jan 15 5965 C STO 1.40 | 2 Jan 15 5895 P STO 2.70",-1545,5949.91,"2025-01-15","16:00:00",0,-1991,"Expired",882,28.54368932038835,2,207347,3090,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.211,0.005,16.72,16.13,62.3,24.38,84.14,-10.03
"2025-01-03","11:18:00",5908.63,"2 Jan 3 5900 P BTO 9.10 | 2 Jan 3 5910 C BTO 11.80 | 2 Jan 3 5945 C STO 1.80 | 2 Jan 3 5875 P STO 3.20",-1600,5942.47,"2025-01-03","16:00:00",0,-3247,"Expired",3284,102.62500000000001,2,206465,3200,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.239,0.003,17.01,16.13,22.52,17.56,102.94,0
"2025-01-02","12:13:00",5904.22,"2 Jan 2 5895 P BTO 8.30 | 2 Jan 2 5905 C BTO 11.80 | 2 Jan 2 5940 C STO 1.65 | 2 Jan 2 5870 P STO 2.70",-1585,5868.55,"2025-01-02","16:00:00",0,-2500,"Expired",1820,57.413249211356465,2,203181,3170,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.216,0.046,17.09,17.99,21.63,0.96,57.73,-6.62
"2024-12-20","11:48:00",5966.67,"2 Dec 20 5955 P BTO 11.00 | 2 Dec 20 5970 C BTO 14.50 | 2 Dec 20 6000 C STO 5.00 | 2 Dec 20 5930 P STO 4.80",-1580,5930.85,"2024-12-20","16:00:00",0,-2415,"Expired",1660,52.53164556962025,2,201361,3160,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.384,0.016,18.05,18.18,-25.08,124.67,55.38,-53.16
"2024-12-13","09:46:00",6077.39,"3 Dec 13 6075 P BTO 6.25 | 3 Dec 13 6080 C BTO 6.10 | 3 Dec 13 6110 C STO 0.30 | 3 Dec 13 6040 P STO 0.65",-1150,6051.09,"2024-12-13","16:00:00",0,-2391,"Expired",3708,107.47826086956522,3,199701,3450,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.077,0.004,13.26,13.75,16.92,9.22,172.61,-0.43
"2024-12-10","10:07:00",6061.15,"3 Dec 10 6055 P BTO 4.45 | 3 Dec 10 6060 C BTO 7.65 | 3 Dec 10 6095 C STO 0.30 | 3 Dec 10 6025 P STO 0.65",-1125,6034.91,"2024-12-10","16:00:00",0,-2009,"Expired",2637,78.13333333333333,3,195993,3375,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.079,0.005,14.01,14.24,4.74,3.56,106.67,-53.78
"2024-12-06","11:37:00",6091.7,"3 Dec 6 6090 P BTO 4.65 | 3 Dec 6 6090 C BTO 6.70 | 3 Dec 6 6125 C STO 0.15 | 3 Dec 6 6055 P STO 0.50",-1080,6090.27,"2024-12-06","16:00:00",0,-27,"Expired",-3174,-97.96296296296296,3,193356,3240,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.057,0.182,12.91,12.73,6.27,10.32,7.87,-97.5
"2024-11-26","09:39:00",6003.18,"2 Nov 26 5995 P BTO 7.50 | 2 Nov 26 6005 C BTO 9.50 | 2 Nov 26 6040 C STO 0.55 | 2 Nov 26 5970 P STO 2.50",-1405,6021.63,"2024-11-26","16:00:00",0,-1663,"Expired",506,18.00711743772242,2,196530,2810,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.179,0.006,14.25,14.11,12.66,3.15,34.16,-63.7
"2024-11-25","09:35:00",6013.07,"2 Nov 25 6005 P BTO 6.95 | 2 Nov 25 6015 C BTO 9.00 | 2 Nov 25 6050 C STO 0.70 | 2 Nov 25 5980 P STO 2.05",-1330,5987.37,"2024-11-25","16:00:00",0,-1763,"Expired",856,32.180451127819545,2,196024,2660,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.172,0.005,14.66,14.78,22.94,20.79,69.92,-19.92
"2024-11-22","10:02:00",5969.87,"2 Nov 22 5960 P BTO 8.30 | 2 Nov 22 5970 C BTO 12.30 | 2 Nov 22 6005 C STO 1.45 | 2 Nov 22 5935 P STO 3.25",-1600,5969.34,"2024-11-22","16:00:00",0,0,"Expired",-3210,-100.3125,2,195168,3200,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.228,0.333,16.07,15.44,-4.35,25.51,0,-100
"2024-11-05","10:02:00",5759.53,"2 Nov 5 5750 P BTO 8.10 | 2 Nov 5 5760 C BTO 12.25 | 2 Nov 5 5795 C STO 1.40 | 2 Nov 5 5725 P STO 3.35",-1570,5782.76,"2024-11-05","16:00:00",0,-2276,"Expired",1402,44.64968152866242,2,198378,3140,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.233,0.004,20.75,20.57,9.74,37.1,44.97,-36.31
"2024-11-01","10:12:00",5757.88,"2 Nov 1 5750 P BTO 9.25 | 2 Nov 1 5760 C BTO 10.60 | 2 Nov 1 5795 C STO 1.40 | 2 Nov 1 5725 P STO 3.45",-1510,5728.8,"2024-11-01","16:00:00",0,-2120,"Expired",1210,40.06622516556291,2,196976,3020,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.244,0.007,21.33,22.06,17.77,34.66,49.01,-55.96
"2024-10-28","09:37:00",5839.37,"2 Oct 28 5830 P BTO 7.25 | 2 Oct 28 5840 C BTO 11.25 | 2 Oct 28 5875 C STO 0.95 | 2 Oct 28 5805 P STO 2.55",-1510,5823.52,"2024-10-28","16:00:00",0,-648,"Expired",-1734,-57.41721854304635,2,195766,3020,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.189,0.018,19,19.73,25.81,5.44,0,-94.04
"2024-10-25","10:01:00",5854.63,"2 Oct 25 5850 P BTO 7.70 | 2 Oct 25 5855 C BTO 9.30 | 2 Oct 25 5890 C STO 0.55 | 2 Oct 25 5820 P STO 1.95",-1460,5808.12,"2024-10-25","16:00:00",0,-3000,"Expired",3070,105.13698630136987,2,197500,2920,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.147,0.289,18.29,20.23,16.89,27.88,105.82,-21.58
"2024-10-17","11:58:00",5863.42,"3 Oct 17 5860 P BTO 6.25 | 3 Oct 17 5865 C BTO 7.00 | 3 Oct 17 5900 C STO 0.40 | 3 Oct 17 5830 P STO 0.95",-1200,5841.47,"2024-10-17","16:00:00",0,-1853,"Expired",1944,54,3,194430,3600,"SPX","*SPX RIC--0 DTE--Daily--v2.1",15,0.102,0.006,19.07,19.08,33.15,-12.2,57.5,-40.83
"2024-10-11","09:35:00",5789.5,"2 Oct 11 5780 P BTO 8.60 | 2 Oct 11 5790 C BTO 11.15 | 2 Oct 11 5825 C STO 1.00 | 2 Oct 11 5755 P STO 3.15",-1570,5815.03,"2024-10-11","16:00:00",0,-2503,"Expired",1856,59.10828025477707,2,192486,3140,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.21,0.004,20.6,20.5,-4.96,14.41,95.22,-8.28
"2024-10-08","10:02:00",5732.62,"2 Oct 8 5725 P BTO 9.20 | 2 Oct 8 5735 C BTO 9.80 | 2 Oct 8 5770 C STO 0.65 | 2 Oct 8 5700 P STO 3.70",-1475,5751.13,"2024-10-08","16:00:00",0,-1613,"Expired",266,9.016949152542372,2,190630,2950,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.229,0.006,21.51,21.43,23.2,13.48,47.46,-50.17
"2024-09-09","11:41:00",5459.39,"2 Sep 9 5450 P BTO 8.50 | 2 Sep 9 5460 C BTO 11.95 | 2 Sep 9 5495 C STO 1.35 | 2 Sep 9 5425 P STO 3.20",-1600,5471.05,"2024-09-09","16:00:00",0,-1105,"Expired",-1000,-31.25,2,190364,3200,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.222,0.009,20.33,19.59,33.65,17.32,48.75,-84.69
"2024-09-05","10:39:00",5538.38,"2 Sep 5 5530 P BTO 9.70 | 2 Sep 5 5540 C BTO 11.25 | 2 Sep 5 5575 C STO 1.60 | 2 Sep 5 5505 P STO 3.50",-1595,5503.41,"2024-09-05","16:00:00",0,-2500,"Expired",1800,56.42633228840125,2,191364,3190,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.243,0.134,19.44,19.98,0.01,18.3,56.74,-22.88
"2024-08-30","10:30:00",5622.53,"2 Aug 30 5615 P BTO 9.20 | 2 Aug 30 5625 C BTO 11.10 | 2 Aug 30 5660 C STO 1.25 | 2 Aug 30 5590 P STO 3.15",-1600,5648.4,"2024-08-30","16:00:00",0,-2340,"Expired",1470,45.9375,2,189564,3200,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.217,0.004,15.22,14.82,20.78,9.79,62.19,-58.75
"2024-08-29","10:42:00",5629.05,"2 Aug 29 5620 P BTO 8.15 | 2 Aug 29 5630 C BTO 11.50 | 2 Aug 29 5665 C STO 1.10 | 2 Aug 29 5595 P STO 2.90",-1575,5591.96,"2024-08-29","16:00:00",0,-2500,"Expired",1840,58.41269841269842,2,188094,3150,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.204,0.087,15.41,15.93,15.12,21.75,58.73,-54.92
"2024-08-23","12:21:00",5602.89,"2 Aug 23 5595 P BTO 9.50 | 2 Aug 23 5605 C BTO 11.50 | 2 Aug 23 5640 C STO 1.65 | 2 Aug 23 5570 P STO 3.45",-1600,5634.61,"2024-08-23","16:00:00",0,-2961,"Expired",2712,84.75,2,186254,3200,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.243,0.004,16.78,15.72,31.85,0.4,85.31,-24.69
"2024-08-15","10:20:00",5513.05,"2 Aug 15 5505 P BTO 8.80 | 2 Aug 15 5515 C BTO 10.30 | 2 Aug 15 5550 C STO 0.95 | 2 Aug 15 5480 P STO 3.25",-1500,5543.22,"2024-08-15","16:00:00",0,-2822,"Expired",2634,87.8,2,183542,3000,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.22,0.004,15.07,15.18,45.92,11.92,99,-2.67
"2024-08-14","11:07:00",5438.86,"2 Aug 14 5430 P BTO 8.95 | 2 Aug 14 5440 C BTO 11.40 | 2 Aug 14 5475 C STO 1.60 | 2 Aug 14 5405 P STO 3.15",-1570,5455.21,"2024-08-14","16:00:00",0,-1521,"Expired",-108,-3.4394904458598727,2,180908,3140,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.233,0.008,16.77,16.28,7.93,-3.5,43.63,-60.19
"2024-08-13","10:50:00",5398.21,"2 Aug 13 5390 P BTO 9.25 | 2 Aug 13 5400 C BTO 11.20 | 2 Aug 13 5435 C STO 0.95 | 2 Aug 13 5365 P STO 3.90",-1570,5434.43,"2024-08-13","16:00:00",0,-3443,"Expired",3736,118.98089171974522,2,181016,3140,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.237,0.02,19.34,18.02,32.59,21.23,119.3,-6.05
"2024-07-22","09:38:00",5552.62,"2 Jul 22 5545 P BTO 9.10 | 2 Jul 22 5555 C BTO 11.15 | 2 Jul 22 5590 C STO 1.40 | 2 Jul 22 5520 P STO 2.95",-1600,5564.41,"2024-07-22","16:00:00",0,-941,"Expired",-1328,-41.5,2,177280,3200,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.215,0.01,15.67,14.75,39.54,8.08,11.25,-52.19
"2024-07-18","10:04:00",5607.8,"2 Jul 18 5600 P BTO 8.35 | 2 Jul 18 5610 C BTO 9.90 | 2 Jul 18 5645 C STO 1.35 | 2 Jul 18 5575 P STO 2.30",-1470,5544.59,"2024-07-18","16:00:00",0,-2500,"Expired",2050,69.72789115646259,2,178608,2940,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.2,0.552,14.17,15.98,20.29,-0.76,79.93,-8.5
"2024-07-12","09:40:00",5598.3,"2 Jul 12 5590 P BTO 7.10 | 2 Jul 12 5600 C BTO 9.50 | 2 Jul 12 5635 C STO 0.95 | 2 Jul 12 5565 P STO 1.95",-1380,5615.35,"2024-07-12","16:00:00",0,-1535,"Expired",300,10.869565217391305,2,176558,2760,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.175,0.007,12.36,12.36,6.22,7.54,153.26,-14.13
"2024-06-05","10:33:00",5315.07,"2 Jun 5 5310 P BTO 8.10 | 2 Jun 5 5315 C BTO 9.85 | 2 Jun 5 5350 C STO 0.70 | 2 Jun 5 5280 P STO 1.80",-1555,5354.03,"2024-06-05","16:00:00",0,-3500,"Expired",3880,124.7588424437299,2,176258,3110,"SPX","*SPX RIC--0 DTE--Daily--v2.1",10,0.139,0.082,12.87,12.61,23.14,0.59,125.08,-6.43
