"Date Opened","Time Opened","Opening Price","Legs","Premium","Closing Price","Date Closed","Time Closed","Days in Trade","Avg. Closing Cost","Reason For Close","P/L","P/L %","No. of Contracts","Funds at Close","Margin Req.","Underlying","Strategy","Opening Commissions + Fees","Closing Commissions + Fees","Opening Short/Long Ratio","Closing Short/Long Ratio","Opening VIX","Closing VIX","Gap","Movement","Max Profit","Max Loss"
"2026-01-08","10:41:00",6920.85,"14 Jan 22 6930 C STO 58.00 | 7 Jan 22 6890 C BTO 83.40 | 7 Jan 22 6970 C BTO 37.25",-475,6954.74,"2026-01-16","09:45:00",8,-645,"Profit Target",1120,33.68421052631579,7,349745,3325,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.961,0.938,15.34,15.61,-6.82,6.74,42.11,-53.68
"2026-01-07","10:41:00",6947.43,"14 Jan 21 6955 C STO 56.45 | 7 Jan 21 6915 C BTO 81.70 | 7 Jan 21 6995 C BTO 36.00",-490,6901.1,"2026-01-14","14:11:00",7,-665,"Profit Target",1155,33.6734693877551,7,348625,3430,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.959,0.854,15.08,17.5,0.25,2.36,46.94,-30.61
"2025-12-19","10:41:00",6827.87,"14 Jan 2 6840 C STO 55.40 | 7 Jan 2 6800 C BTO 80.95 | 7 Jan 2 6880 C BTO 34.40",-465,6829.02,"2025-12-19","15:50:00",0,-630,"Profit Target",1085,33.33333333333333,7,347470,3255,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.961,0.94,15.33,15.16,17.86,35.25,41.94,-7.53
"2025-12-17","10:41:00",6778.5,"18 Dec 31 6790 C STO 67.30 | 9 Dec 31 6750 C BTO 92.65 | 9 Dec 31 6830 C BTO 45.65",-380,6836.05,"2025-12-19","14:19:00",2,-515,"Profit Target",1125,32.89473684210527,9,345385,3420,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.973,0.969,16.74,15.23,2.62,-24.38,42.11,-100
"2025-12-16","10:41:00",6782.5,"16 Dec 30 6795 C STO 66.60 | 8 Dec 30 6755 C BTO 91.95 | 8 Dec 30 6835 C BTO 45.00",-385,6836.05,"2025-12-19","14:19:00",3,-520,"Profit Target",1000,32.467532467532465,8,346385,3080,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.973,0.963,17.17,15.23,-16.39,-17.62,46.75,-58.44
"2025-12-15","10:41:00",6810.95,"16 Dec 29 6825 C STO 63.00 | 8 Dec 29 6785 C BTO 88.15 | 8 Dec 29 6865 C BTO 41.80",-405,6805.84,"2025-12-16","09:50:00",1,-550,"Profit Target",1080,33.33333333333333,8,343175,3240,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.97,0.947,17.04,16.91,32.78,-49.24,53.09,-16.05
"2025-12-12","10:41:00",6854.86,"14 Dec 26 6865 C STO 59.80 | 7 Dec 26 6825 C BTO 85.20 | 7 Dec 26 6905 C BTO 38.80",-450,6793.53,"2025-12-18","09:32:00",6,-615,"Profit Target",1085,34.44444444444444,7,344260,3150,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.965,0.85,15.82,16.35,-14.15,-31.99,42.22,-10
"2025-12-10","10:41:00",6830.1,"18 Dec 24 6840 C STO 74.30 | 9 Dec 24 6800 C BTO 99.20 | 9 Dec 24 6880 C BTO 52.80",-350,6852.53,"2025-12-10","14:30:00",0,-475,"Profit Target",1035,32.857142857142854,9,338895,3150,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.978,0.97,17.28,16.67,-7.02,-3.39,48.57,-100
"2025-12-09","10:41:00",6851.25,"18 Dec 23 6860 C STO 74.15 | 9 Dec 23 6820 C BTO 99.00 | 9 Dec 23 6900 C BTO 52.80",-360,6864.69,"2025-12-11","10:48:00",2,-490,"Profit Target",1080,33.33333333333333,9,340975,3240,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.977,0.963,16.88,16.05,-5.9,10.64,45.83,-72.22
"2025-12-08","10:41:00",6857.85,"16 Dec 22 6870 C STO 68.60 | 8 Dec 22 6830 C BTO 92.90 | 8 Dec 22 6910 C BTO 48.05",-385,6856.42,"2025-12-09","10:00:00",1,-520,"Profit Target",1000,32.467532467532465,8,335880,3080,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.973,0.957,16.54,16.82,4.8,-17.35,55.84,-10.39
"2025-12-05","10:41:00",6889.41,"16 Dec 19 6900 C STO 69.35 | 8 Dec 19 6860 C BTO 94.05 | 8 Dec 19 6940 C BTO 48.70",-415,6886.48,"2025-12-11","13:02:00",6,-565,"Profit Target",1120,33.734939759036145,8,342095,3320,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.972,0.939,15.7,15.34,9.2,23.09,42.17,-75.9
"2025-12-04","10:41:00",6856.26,"16 Dec 18 6865 C STO 72.15 | 8 Dec 18 6825 C BTO 96.85 | 8 Dec 18 6905 C BTO 51.15",-380,6864.69,"2025-12-11","10:48:00",7,-515,"Profit Target",1000,32.89473684210527,8,339895,3040,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.975,0.949,16.13,16.05,16.75,-10.21,44.74,-86.84
"2025-12-03","10:41:00",6839.25,"18 Dec 17 6850 C STO 69.70 | 9 Dec 17 6810 C BTO 94.35 | 9 Dec 17 6890 C BTO 48.65",-370,6836.21,"2025-12-08","15:18:00",5,-500,"Profit Target",1080,32.432432432432435,9,334880,3330,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.975,0.95,16.45,16.89,-14.08,23.96,56.76,-32.43
"2025-12-02","10:41:00",6833.98,"16 Dec 16 6845 C STO 71.30 | 8 Dec 16 6805 C BTO 96.00 | 8 Dec 16 6885 C BTO 50.35",-385,6847.41,"2025-12-09","14:53:00",7,-520,"Profit Target",1000,32.467532467532465,8,337860,3080,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.974,0.949,16.73,16.67,18.33,3.02,53.25,-66.23
"2025-12-01","10:41:00",6813.81,"18 Dec 15 6825 C STO 71.90 | 9 Dec 15 6785 C BTO 96.70 | 9 Dec 15 6865 C BTO 50.60",-360,6823.19,"2025-12-03","10:00:00",2,-490,"Profit Target",1080,33.33333333333333,9,333800,3240,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.976,0.962,17.43,16.77,-36.79,1.51,50,-27.78
"2025-11-28","10:41:00",6834.03,"14 Dec 12 6845 C STO 70.90 | 7 Dec 12 6805 C BTO 96.10 | 7 Dec 12 6885 C BTO 49.85",-425,6856.42,"2025-12-09","10:00:00",11,-575,"Profit Target",980,32.94117647058823,7,336860,2975,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.972,0.933,16.82,16.82,9.91,11.51,68.24,-42.35
"2025-11-25","10:41:00",6709.22,"18 Dec 9 6720 C STO 76.50 | 9 Dec 9 6680 C BTO 102.10 | 9 Dec 9 6760 C BTO 54.40",-360,6830.38,"2025-11-28","09:51:00",3,-490,"Profit Target",1080,33.33333333333333,9,332720,3240,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.978,0.978,20.06,16.33,-8.09,12.19,73.61,-100
"2025-11-24","10:41:00",6676.98,"20 Dec 8 6690 C STO 81.10 | 10 Dec 8 6650 C BTO 106.60 | 10 Dec 8 6730 C BTO 58.75",-325,6786.73,"2025-11-26","10:02:00",2,-440,"Profit Target",1050,32.30769230769231,10,331640,3250,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",50,50,0.981,0.981,21.27,18.07,33.55,40.44,60,-81.54
"2025-11-21","10:41:00",6526.31,"26 Dec 5 6545 C STO 114.00 | 13 Dec 5 6505 C BTO 138.80 | 13 Dec 5 6585 C BTO 91.60",-250,6617.15,"2025-11-21","12:01:00",0,-340,"Profit Target",1040,32,13,330590,3250,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.99,0.988,27.39,24.32,17.01,-29.46,52,-100
"2025-11-20","10:41:00",6766.1,"18 Dec 4 6780 C STO 73.30 | 9 Dec 4 6740 C BTO 98.50 | 9 Dec 4 6820 C BTO 51.50",-350,6557.06,"2025-11-21","11:22:00",1,-475,"Profit Target",1035,32.857142857142854,9,329550,3150,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.977,0.863,19.8,26.12,95.77,28.17,42.86,-90
"2025-11-19","10:41:00",6670.85,"22 Dec 3 6685 C STO 90.45 | 11 Dec 3 6645 C BTO 115.30 | 11 Dec 3 6725 C BTO 68.30",-280,6754.19,"2025-11-20","10:07:00",1,-380,"Profit Target",990,32.142857142857146,11,328515,3080,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.985,0.978,22.75,19.79,8.52,45.01,96.43,-100
"2025-11-18","10:41:00",6594.69,"26 Dec 2 6610 C STO 104.25 | 13 Dec 2 6570 C BTO 128.60 | 13 Dec 2 6650 C BTO 82.15",-235,6650.18,"2025-11-18","14:16:00",0,-320,"Profit Target",975,31.914893617021278,13,325535,3055,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",65,65,0.989,0.985,25.31,23.37,-31.22,-46.5,63.83,-100
"2025-11-17","10:41:00",6720.18,"20 Dec 1 6730 C STO 86.20 | 10 Dec 1 6690 C BTO 111.05 | 10 Dec 1 6770 C BTO 64.25",-300,6749.37,"2025-11-20","09:46:00",3,-405,"Profit Target",950,31.666666666666664,10,327525,3000,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",50,50,0.983,0.969,21.09,19.57,-20.5,6.57,75,-60
"2025-11-14","10:41:00",6726.7,"22 Nov 28 6740 C STO 84.10 | 11 Nov 28 6700 C BTO 108.70 | 11 Nov 28 6780 C BTO 62.30",-290,6745.11,"2025-11-17","09:50:00",3,-395,"Profit Target",1045,32.758620689655174,11,324560,3190,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.984,0.973,20.86,20.29,-65.35,54.56,63.79,-15.52
"2025-11-12","10:41:00",6846.02,"16 Nov 26 6855 C STO 72.60 | 8 Nov 26 6815 C BTO 97.40 | 8 Nov 26 6895 C BTO 51.60",-390,6756.35,"2025-11-20","09:44:00",8,-530,"Profit Target",1040,33.33333333333333,8,326575,3120,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.974,0.827,17.69,19.45,21.16,-21.75,42.31,-64.1
"2025-11-11","10:41:00",6812.42,"16 Nov 25 6820 C STO 71.40 | 8 Nov 25 6780 C BTO 96.40 | 8 Nov 25 6860 C BTO 50.25",-395,6722.22,"2025-11-14","10:38:00",3,-535,"Profit Target",1040,32.91139240506329,8,323515,3160,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.974,0.922,17.77,20.99,-16.79,-3.22,45.57,-41.77
"2025-11-10","10:41:00",6800.59,"16 Nov 24 6810 C STO 73.00 | 8 Nov 24 6770 C BTO 97.80 | 8 Nov 24 6850 C BTO 51.80",-370,6854.19,"2025-11-12","09:47:00",2,-500,"Profit Target",960,32.432432432432435,8,322475,2960,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.976,0.964,18.11,17.65,56.56,15.23,91.89,-72.97
"2025-11-07","10:41:00",6670.06,"24 Nov 21 6680 C STO 94.55 | 12 Nov 21 6640 C BTO 119.20 | 12 Nov 21 6720 C BTO 72.45",-265,6799.29,"2025-11-10","09:32:00",3,-490,"Profit Target",2580,81.13207547169812,12,321515,3180,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",60,60,0.987,0.984,21.07,18.03,-24.14,-26.12,94.34,-16.98
"2025-11-06","10:41:00",6735.63,"20 Nov 20 6745 C STO 86.45 | 10 Nov 20 6705 C BTO 111.35 | 10 Nov 20 6785 C BTO 64.50",-305,6676.76,"2025-11-07","10:37:00",1,-415,"Profit Target",1000,32.78688524590164,10,318935,3050,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",50,50,0.983,0.96,19.74,20.95,-8.7,-51.96,54.1,-27.87
"2025-11-05","10:41:00",6800.33,"16 Nov 19 6810 C STO 71.90 | 8 Nov 19 6770 C BTO 96.90 | 8 Nov 19 6850 C BTO 50.40",-360,6757.23,"2025-11-06","10:01:00",1,-490,"Profit Target",960,33.33333333333333,8,316975,2880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.976,0.945,17.72,19.06,-1.78,30.56,65.28,-19.44
"2025-11-04","10:41:00",6819.04,"16 Nov 18 6830 C STO 71.70 | 8 Nov 18 6790 C BTO 96.85 | 8 Nov 18 6870 C BTO 50.20",-375,6793.83,"2025-11-05","10:00:00",1,-510,"Profit Target",1000,33.33333333333333,8,316015,3000,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.975,0.952,17.9,18.34,-63.45,30.52,49.33,-34.67
"2025-11-03","10:41:00",6838.23,"16 Nov 17 6850 C STO 73.15 | 8 Nov 17 6810 C BTO 97.90 | 8 Nov 17 6890 C BTO 51.95",-365,6765.96,"2025-11-06","10:19:00",3,-495,"Profit Target",960,32.87671232876712,8,317935,2920,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.976,0.892,18.42,19.03,42.12,-44.09,83.56,-36.99
"2025-10-31","10:41:00",6859.8,"14 Nov 14 6870 C STO 70.35 | 7 Nov 14 6830 C BTO 95.20 | 7 Nov 14 6910 C BTO 49.40",-400,6857.25,"2025-11-03","13:52:00",3,-540,"Profit Target",910,32.5,7,314015,2800,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.973,0.939,16.88,17.19,56.83,-19.37,88.75,-18.75
"2025-10-30","10:41:00",6870.9,"16 Nov 13 6885 C STO 69.70 | 8 Nov 13 6845 C BTO 94.40 | 8 Nov 13 6925 C BTO 48.75",-385,6813.38,"2025-11-04","10:25:00",5,-520,"Profit Target",1000,32.467532467532465,8,315015,3080,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.974,0.912,16.85,18.1,-30.09,10.4,41.56,-41.56
"2025-10-29","10:41:00",6908.49,"16 Nov 12 6920 C STO 72.25 | 8 Nov 12 6880 C BTO 96.25 | 8 Nov 12 6960 C BTO 51.90",-375,6851.19,"2025-10-31","15:55:00",2,-510,"Profit Target",1000,33.33333333333333,8,312090,3000,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.975,0.917,16.91,17.31,20.06,-2.46,56,-48
"2025-10-28","10:41:00",6881.75,"14 Nov 11 6895 C STO 64.10 | 7 Nov 11 6855 C BTO 88.70 | 7 Nov 11 6935 C BTO 43.80",-440,6862.4,"2025-11-03","13:14:00",6,-595,"Profit Target",1015,32.95454545454545,7,313105,3080,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.968,0.917,16.12,17.08,22.58,-15.99,40.91,-63.64
"2025-10-27","10:41:00",6853.03,"12 Nov 10 6870 C STO 58.95 | 6 Nov 10 6830 C BTO 83.45 | 6 Nov 10 6910 C BTO 38.95",-460,6861.24,"2025-10-29","14:41:00",2,-625,"Profit Target",930,33.69565217391305,6,310075,2760,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.963,0.953,15.95,17.45,53.77,7.57,42.39,-57.61
"2025-10-24","10:41:00",6794.26,"14 Nov 7 6805 C STO 66.40 | 7 Nov 7 6765 C BTO 92.20 | 7 Nov 7 6845 C BTO 44.80",-430,6860.56,"2025-10-29","14:48:00",5,-585,"Profit Target",1015,33.72093023255814,7,311090,3010,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.969,0.968,16.49,17.33,33.63,22.19,53.49,-100
"2025-10-23","10:41:00",6722.51,"16 Nov 6 6735 C STO 74.10 | 8 Nov 6 6695 C BTO 100.10 | 8 Nov 6 6775 C BTO 51.60",-360,6734.04,"2025-10-23","13:08:00",0,-490,"Profit Target",960,33.33333333333333,8,306265,2880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.977,0.967,18.19,17.49,4.25,18.86,43.06,-25
"2025-10-22","10:41:00",6715.46,"16 Nov 5 6730 C STO 74.70 | 8 Nov 5 6690 C BTO 100.60 | 8 Nov 5 6770 C BTO 52.30",-360,6785.34,"2025-10-24","10:31:00",2,-490,"Profit Target",960,33.33333333333333,8,309145,2880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.977,0.96,19.02,16.61,5.99,-25.88,133.33,-73.61
"2025-10-21","10:41:00",6738.34,"16 Nov 4 6750 C STO 71.60 | 8 Nov 4 6710 C BTO 97.20 | 8 Nov 4 6790 C BTO 49.60",-370,6734.04,"2025-10-23","13:08:00",2,-500,"Profit Target",960,32.432432432432435,8,308185,2960,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.975,0.949,18.06,17.49,1.62,1.59,72.97,-8.11
"2025-10-20","10:41:00",6727.71,"16 Nov 3 6740 C STO 74.95 | 8 Nov 3 6700 C BTO 100.85 | 8 Nov 3 6780 C BTO 52.60",-365,6734.04,"2025-10-23","13:08:00",3,-495,"Profit Target",960,32.87671232876712,8,307225,2920,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.977,0.945,18.86,17.49,26.04,37.66,95.89,-21.92
"2025-10-17","10:41:00",6623.67,"22 Oct 31 6640 C STO 102.55 | 11 Oct 31 6600 C BTO 128.30 | 11 Oct 31 6680 C BTO 79.25",-255,6651.81,"2025-10-17","12:08:00",0,-345,"Profit Target",880,31.372549019607842,11,304430,2805,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",55,55,0.988,0.981,24.14,23.26,-15.8,10.4,68.63,-43.14
"2025-10-16","10:41:00",6699.14,"18 Oct 30 6715 C STO 82.40 | 9 Oct 30 6675 C BTO 108.05 | 9 Oct 30 6755 C BTO 59.70",-305,6608.09,"2025-10-16","15:21:00",0,-415,"Profit Target",900,32.78688524590164,9,303550,2745,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.982,0.958,20.53,24.66,17.96,10.12,52.46,-45.9
"2025-10-15","10:41:00",6713.12,"14 Oct 29 6725 C STO 73.80 | 7 Oct 29 6685 C BTO 99.90 | 7 Oct 29 6765 C BTO 51.40",-380,6717.03,"2025-10-22","11:19:00",7,-515,"Profit Target",875,32.89473684210527,7,305305,2660,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",35,35,0.976,0.947,19.22,18.68,43.96,24.85,42.11,-51.32
"2025-10-14","10:41:00",6622.97,"18 Oct 28 6635 C STO 82.20 | 9 Oct 28 6595 C BTO 108.30 | 9 Oct 28 6675 C BTO 59.35",-335,6670.72,"2025-10-14","14:23:00",0,-455,"Profit Target",990,32.83582089552239,9,302650,3015,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",45,45,0.981,0.975,20.91,19.53,-52.23,20.48,58.21,-32.84
"2025-10-13","10:41:00",6646.61,"16 Oct 27 6660 C STO 76.05 | 8 Oct 27 6620 C BTO 101.80 | 8 Oct 27 6700 C BTO 53.70",-350,6570.78,"2025-10-14","09:42:00",1,-475,"Profit Target",920,32.857142857142854,8,301660,2800,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",40,40,0.978,0.937,19.69,22.36,70.02,24.08,74.29,-30
"2025-10-10","10:41:00",6745.83,"12 Oct 24 6760 C STO 57.35 | 6 Oct 24 6720 C BTO 82.90 | 6 Oct 24 6800 C BTO 36.45",-475,6690.39,"2025-10-10","11:02:00",0,-645,"Profit Target",960,33.68421052631579,6,300740,2850,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.961,0.892,16.43,17.5,5.38,5.34,72.63,-91.58
"2025-10-09","10:41:00",6731.01,"12 Oct 23 6745 C STO 59.15 | 6 Oct 23 6705 C BTO 84.70 | 6 Oct 23 6785 C BTO 38.30",-480,6731.85,"2025-10-09","12:26:00",0,-650,"Profit Target",960,33.33333333333333,6,297010,2880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.962,0.941,16.89,16.81,6.78,-29.49,51.04,-10.42
"2025-10-08","10:41:00",6742.71,"12 Oct 22 6755 C STO 58.85 | 6 Oct 22 6715 C BTO 84.70 | 6 Oct 22 6795 C BTO 37.75",-485,6731.85,"2025-10-09","12:26:00",1,-655,"Profit Target",960,32.98969072164948,6,297970,2910,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.961,0.93,16.68,16.81,9.28,18.84,49.48,-28.87
"2025-10-07","10:41:00",6736.22,"10 Oct 21 6750 C STO 57.00 | 5 Oct 21 6710 C BTO 82.40 | 5 Oct 21 6790 C BTO 36.45",-495,6747.52,"2025-10-09","09:52:00",2,-670,"Profit Target",825,33.33333333333333,5,296050,2475,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.959,0.94,16.4,16.56,5.86,-9.92,46.46,-20.2
"2025-10-06","10:41:00",6728.41,"12 Oct 20 6740 C STO 58.65 | 6 Oct 20 6700 C BTO 84.40 | 6 Oct 20 6780 C BTO 37.70",-490,6746.35,"2025-10-10","10:02:00",4,-665,"Profit Target",990,33.6734693877551,6,298960,2940,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.961,0.935,16.84,16.44,18.07,-5.45,51.02,-64.29
"2025-10-03","10:41:00",6746.02,"12 Oct 17 6755 C STO 59.90 | 6 Oct 17 6715 C BTO 85.75 | 6 Oct 17 6795 C BTO 38.85",-490,6719.23,"2025-10-07","11:08:00",4,-665,"Profit Target",990,33.6734693877551,6,296075,2940,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.961,0.914,16.33,16.62,6.79,23.88,48.98,-26.53
"2025-10-02","10:41:00",6711.55,"8 Oct 16 6725 C STO 58.50 | 4 Oct 16 6685 C BTO 84.95 | 4 Oct 16 6765 C BTO 38.00",-605,6721.85,"2025-10-10","10:59:00",8,-820,"Profit Target",820,33.88429752066116,4,299780,2420,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",20,20,0.952,0.844,16.4,16.91,20.11,-19.76,104.96,-49.59
"2025-10-01","10:41:00",6680.42,"12 Oct 15 6690 C STO 60.80 | 6 Oct 15 6650 C BTO 86.50 | 6 Oct 15 6730 C BTO 39.80",-480,6711.81,"2025-10-02","10:39:00",1,-650,"Profit Target",960,33.33333333333333,6,295085,2880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.963,0.954,16.41,16.4,-23.54,15.5,51.04,-60.42
"2025-09-30","10:41:00",6643.58,"12 Oct 14 6655 C STO 59.20 | 6 Oct 14 6615 C BTO 84.80 | 6 Oct 14 6695 C BTO 38.15",-465,6658.18,"2025-10-01","09:50:00",1,-630,"Profit Target",930,33.33333333333333,6,294125,2790,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.963,0.952,16.43,16.8,-5.02,-12.61,43.01,-41.94
"2025-09-29","10:41:00",6673.69,"10 Oct 13 6685 C STO 55.25 | 5 Oct 13 6645 C BTO 80.50 | 5 Oct 13 6725 C BTO 34.95",-505,6759.29,"2025-10-09","09:40:00",10,-345,"Below Delta",-850,-33.663366336633665,5,295225,2525,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.957,0.978,15.91,16.33,17.88,12.11,38.61,-100
"2025-09-26","10:41:00",6622.98,"12 Oct 10 6635 C STO 62.10 | 6 Oct 10 6595 C BTO 87.10 | 6 Oct 10 6675 C BTO 41.40",-440,6658.7,"2025-09-29","11:18:00",3,-595,"Profit Target",870,32.95454545454545,6,291425,2640,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.967,0.951,16.39,16.12,10.66,7.6,68.18,-51.14
"2025-09-25","10:41:00",6610.71,"12 Oct 9 6625 C STO 62.60 | 6 Oct 9 6585 C BTO 87.35 | 6 Oct 9 6665 C BTO 42.10",-435,6657.92,"2025-09-30","10:00:00",5,-590,"Profit Target",870,33.33333333333333,6,293195,2610,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.967,0.942,16.77,16.25,-29.78,2.52,95.4,-51.72
"2025-09-24","10:41:00",6656.82,"12 Oct 8 6670 C STO 62.50 | 6 Oct 8 6630 C BTO 87.30 | 6 Oct 8 6710 C BTO 42.05",-445,6660.51,"2025-09-29","12:11:00",5,-605,"Profit Target",900,33.70786516853933,6,292325,2670,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.966,0.928,16.63,15.93,12.87,-12.97,49.44,-3.37
"2025-09-23","10:41:00",6689.17,"12 Oct 7 6700 C STO 60.65 | 6 Oct 7 6660 C BTO 85.50 | 6 Oct 7 6740 C BTO 40.50",-480,6640.26,"2025-09-26","09:51:00",3,-650,"Profit Target",960,33.33333333333333,6,289730,2880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.963,0.84,16.24,16.2,-1.31,-3.27,92.71,-13.54
"2025-09-22","10:41:00",6671.1,"10 Oct 6 6680 C STO 58.60 | 5 Oct 6 6640 C BTO 83.90 | 5 Oct 6 6720 C BTO 38.20",-500,6645.11,"2025-09-26","10:00:00",4,-675,"Profit Target",825,33,5,290555,2500,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.96,0.856,15.86,16.26,-10.08,16.82,95,-87
"2025-09-19","10:41:00",6641.61,"10 Oct 3 6650 C STO 61.30 | 5 Oct 3 6610 C BTO 86.65 | 5 Oct 3 6690 C BTO 40.65",-480,6693.88,"2025-09-23","09:45:00",4,-650,"Profit Target",800,33.33333333333333,5,288770,2400,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.963,0.961,15.84,16.14,15.15,-5.5,47.92,-66.67
"2025-09-18","10:41:00",6646.99,"10 Oct 2 6660 C STO 58.10 | 5 Oct 2 6620 C BTO 82.60 | 5 Oct 2 6700 C BTO 38.45",-495,6650.38,"2025-09-19","09:50:00",1,-670,"Profit Target",825,33.33333333333333,5,290470,2475,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",25,25,0.96,0.938,15.67,15.56,26.5,20.14,41.41,-18.18
"2025-09-17","10:41:00",6601.74,"12 Oct 1 6615 C STO 63.85 | 6 Oct 1 6575 C BTO 88.65 | 6 Oct 1 6655 C BTO 43.35",-440,6603.83,"2025-09-17","14:00:00",0,-595,"Profit Target",870,32.95454545454545,6,290885,2640,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.967,0.949,16.34,16.22,-1.89,-3.13,54.55,-4.55
"2025-09-16","10:41:00",6607.6,"12 Sep 30 6620 C STO 59.00 | 6 Sep 30 6580 C BTO 83.80 | 6 Sep 30 6660 C BTO 38.90",-480,6599.56,"2025-09-17","15:02:00",1,-650,"Profit Target",960,33.33333333333333,6,291845,2880,"SPX","*SPX Butterfly--14DTE--50 Delta & -40/40--v2.2",30,30,0.962,0.934,16.14,15.58,8.85,-16.53,44.79,-100
